source,url,verdict,binary_label,text
altnews,https://www.altnews.in/old-and-unrelated-videos-shared-as-bhim-army-chandrashekhar-raavan-supporters-in-prayagraj/,False,False,"🚨 Chandrashekhar Ravan supporters who RIOTED in Prayagraj are getting the TREATMENT they truly deserve from Yogi’s UP Police 🔥 pic.twitter.com/QLj6EKL2Tb ||| pic.twitter.com/8Xcqc35SF9 ||| प्रयागराज के हुड़दंगियों का बाबा की पुलिस ने क्या हाल कर दिया है, अब सबका इंजन सेट है😂😂 pic.twitter.com/w7QHXcY5UK"
altnews,https://www.altnews.in/did-pakistan-zindabad-slogan-raise-in-deoria-up-during-muharram-procession/,False,False,पाकिस्तान जिंदाबाद 🚨 ||| मोहर्रम त्यौहार के दिनांक 06/07.07.2025 के जुलूस के दौरान सोशल मीडिया पर एक भ्रामक तरीके से प्रसारित किए जा रहे वीडियो के सम्बन्ध में देवरिया पुलिस का खण्डन। #UPPolice @diggorakhpur @AdgGkr @dgpup @UPPViralCheck pic.twitter.com/7uo0AajvLe
altnews,https://www.altnews.in/video-of-hindu-woman-kneeling-at-rath-yatra-in-puri-viral-with-false-claims-that-she-was-offering-namaz/,False,False,Blasphemy during Rath Yatra!! ||| ये एक बहुत बड़ी साज़िश है। ||| If you hate Hindus so much why don’t you just GTFOH & go to your promised land
altnews,https://www.altnews.in/rahul-gandhis-photo-on-sanitary-pads-distributed-in-bihar-congress-files-fir-over-fake-video/,False,False,"Heights of Desperation ||| Top level creativity by @RatanRanjan_ 🤣🤣😂😂 pic.twitter.com/JxcqwCFgb6 ||| राहुल गांधी जी की तस्वीर का गलत इस्तेमाल करके Fake वीडियो बनाने के खिलाफ FIR दर्ज करा दी गई है ||| चोर चोरी से जाए हेराफेरी से ना जाए, प्रचारमंत्री जी खुद तो फेक वीडियो बनाने को लेकर ज्ञान देते है और उनकी ट्रोल आर्मी इस तरह के घिनौने फेक वीडियो बना कर बिहार में गंदा प्रोपगेंडा चला रही है! pic.twitter.com/Rs6NImE0x6"
altnews,https://www.altnews.in/false-claim-of-person-wearing-a-garland-of-slippers-in-bangladesh-is-hindu-teacher-fact-check/,False,False,"एक हिंदू शिक्षक ने 40 साल तक देश की सेवा की और बदले में बांग्लादेश में कुछ कट्टरपंथियों ने उन्हें चप्पलों की माला पहनाकर अपमानित किया। यह सिर्फ एक शिक्षक का नहीं, पूरे हिंदू समाज का अपमान है। @Yunus_Centre तुम्हारी चुप्पी भी गुनाह है। शर्म करो! pic.twitter.com/WGHS2P6eB5"
altnews,https://www.altnews.in/fact-check-did-lucknow-police-seize-300-firearms-and-50000-cartridges-near-police-station/,False,False,"थाना मलिहाबाद पुलिस टीम की सफलता – अवैध असलहा/तंमचा बनाने वाला 01 नफर अभियुक्त को अवैध असलहा, कारतूस तथा असलहा बनाने वाले उपकरणों व प्रतिबंधित हिरन की खाल के साथ किया गया गिरफ्तार। @Uppolice #Lkopolice_On_Duty pic.twitter.com/yX4b2cquzU"
altnews,https://www.altnews.in/kannada-film-deadly-soma-2-footage-falsely-shared-as-dalits-beaten-up-by-police/,False,False,इंस्टाग्राम पर मनुवादियों को धमकी देने बाली भीमटा गैंग की आज सेवा की गई 😃 टोचन जिंदाबाद 😂😂 pic.twitter.com/JKpTe6peM5
altnews,https://www.altnews.in/fact-check-did-rbi-ban-500-rupee-note-again-false-claim/,False,False,Is the ₹500 note set to be phased out by 2026? 🤔
altnews,https://www.altnews.in/after-sco-defence-ministers-meet-false-claims-of-india-being-left-out-and-russia-signing-joint-statement-go-viral/,False,False,"🚨BREAKING: Russia has officially signed the joint SCO statement, supporting Pakistan’s position over India. pic.twitter.com/GHGxmH5cA4 ||| If we tell India, India will tell the US and Israel. So we have to keep India out of the door. 😅 pic.twitter.com/FOSqIGC5Mj"
altnews,https://www.altnews.in/dalit-man-tortured-in-jhansi-old-video-resurfaces-police-says-victim-assailants-from-same-community/,False,False,"यादव , लोधी अब दलित अगर मजदूरी से मना कर देगा तो उसका सर गंजा कर दिया उल्टा लटका के पानी पिलाया पूरे गाँव मे घुमाया ये तालिबानी सजा है भाजपा सरकार की कोई नहीं परिभाषा झाँसी में जो क्रत्य हुईं प्रभुत्ववादी लोगों के सरकार के संरक्षण में जो होसले बुंलन्द है PDA 2027 में सरकार बदलेगा pic.twitter.com/mMyMFKKyCb ||| pic.twitter.com/35KMLHul0X ||| सोशल मीडिया के माध्यम से प्राप्त वीडियो के सम्बन्ध में थाना सीपरी बाजार पर सुसगंत धाराओं में अभियोग पंजीकृत कर घटना से सम्बन्धित तीन अभियुक्तों को गिरफ्तार कर अग्रेतर कार्यवाही की जा रही है । इस सम्बन्ध में पुलिस अधीक्षक नगर की बाइट pic.twitter.com/ETmqBsufaf ||| "
altnews,https://www.altnews.in/video-from-2023-pro-palestine-protest-viral-with-misleading-claims-that-muslims-are-ripping-us-flags-in-nyc/,False,False,Muslims in New York TEAR DOWN American flags.. |||  ||| WATCH: Palestinian activist desecrates American flags on Veterans Day
altnews,https://www.altnews.in/2021-video-from-delhis-yamuna-vihar-viral-with-misleading-claims-of-communal-disharmony/,False,False,यह हाजी का परिवार यमुना विहार में मस्जिद के पास में रहता है घर में सब लोग पहलवान रहे है अच्छी खासी दबंगई इनकी इलाके में है इनकी गली में एक हिन्दू के घर कुछ धार्मिक कार्यक्रम चल रहा था जनाब वहां Loudspeaker बंद करवाने पहुंच गए और फिर हिन्दुओ ने बहुत शांति से इन शांतिदूतो को समझाया… pic.twitter.com/c8G3PfHwuJ ||| यह हाजी का परिवार यमुना विहार में मस्जिद के पास में रहता है घर में सब लोग पहलवान हैं अच्छी खासी दबंगई इनकी इलाके में है इनकी गली में एक हिन्दू के घर कुछ धार्मिक कार्यक्रम चल रहा था जनाब वहां लाउडस्पीकर बंद करवाने पहुंच गए और फिर हिन्दुओ ने बहुत शांति से इन शांतिदूतो को समझाया…… pic.twitter.com/4GGOpRi44X ||| A criminal case has been registered regarding Yamuna Vihar incident and legal action initiated.
altnews,https://www.altnews.in/video-of-husband-assaulting-wife-in-up-viral-with-false-communal-claims-that-muslim-man-beat-up-hindu-woman/,False,False,"देख लो सेक्युलर हिन्दू लड़कियों तुम्हारे साथ भी ऐसा ही होगा अभी भी समय है घर वापसी करलो। ||| जिस मुँह को चूमता था अब्दुल उसी मुँह पर मारी जोरदार लात…. ||| उक्त वायरल वीडियो करीब डेढ़ माह पुराना है, जिसमें महिला को पीटने वाला व्यक्ति उसका पति है, जिसके संबंध में पूर्व में थाना हापुड नगर पर सुसंगत धाराओं में अभियोग पंजीकृत है, साक्ष्य संकलन की कार्यवाही कर आरोप पत्र मा0 न्यायालय प्रेषित किया जा चुका है। ||| #भ्रामक_खबर_का_खण्डन सोशल मीडिया पर कुछ शरारती तत्वों द्वारा मुस्लिम दंपती के आपसी झगड़े को हिन्दू-मुस्लिम का रूप देकर भ्रामक खबर पोस्ट की जा रही है। #HapurPolice द्वारा भ्रामक खबर पोस्ट करने वालो के विरूद्ध अभियोग पंजीकृत कर विधिक कार्यवाही की जा रही है। @UPPViralCheck @Uppolice pic.twitter.com/zgiuk6DuBJ"
altnews,https://www.altnews.in/media-misreport-fact-check-toll-tax-on-scooter-bike-two-wheeler-from-july-15/,False,False,दो पहिया वाहनों को नहीं देना होगा टोल टैक्स
altnews,https://www.altnews.in/news18-social-media-users-share-2-month-old-visuals-of-blast-in-iranian-city-as-footage-from-june-conflict-with-israel/,False,False,"The more I read about this explosion today in Bandar Abbas, the more I think about the reports about those #Iran cargo ships docking in Bandar Abbas after departing #China with missile components. pic.twitter.com/X0Rxrx51Na"
altnews,https://www.altnews.in/viral-image-does-not-show-70-year-old-muslim-man-from-rajasthan-married-to-his-teen-granddaughter/,False,False,राजस्थान के चूरू में 70 साल के लियाकत ने अपनी 19साल की पोती के साथ में शादी कर ली है। माता-पिता के गुजरने के बाद लियाकत ने हीं अपनी पोती की परवरिश की थी। लेकिन जवान होने के बाद उनकी पोती खूबसूरत लगने लगी। जिसके बाद लियाकत अली का मन मचल गया और उन्होंने अपनी पोती के साथ शादी कर ली। pic.twitter.com/bg1SeK1K0V
altnews,https://www.altnews.in/clip-of-air-india-crash-survivor-vishwas-kumar-ramesh-going-back-to-look-for-brother-viral-with-conspiracy-theories/,Misleading,Not-Clearly-False,Seriously?! 😳 is this for real? 😧 pic.twitter.com/PJimpwlJdl ||| Bit confused by seeing this viral video. The person who was shown as a survivor was found walking inside the accident zone area and then again he came out 😰 how’s that possible? I can’t believe this. #planecrash #ViralVideos #Accident #AirIndiaPlaneCrash #IranIsraelConflict … pic.twitter.com/eOIBysIAtN
altnews,https://www.altnews.in/viral-image-does-not-show-xi-jinpings-daughter-news-outlets-photo-agencies-getty-alamy-misidentify-xi-mingze/,False,False,"This slideshow requires JavaScript. ||| Laura Loomer called for the deportation of Xi Jinping’s daughter, Xi Mingze, who attended Harvard and lives in Massachusetts."
altnews,https://www.altnews.in/video-of-iranian-women-protesting-mahsa-aminis-custodial-killing-in-2022-linked-to-june-conflict-with-israel/,False,False,"Iranian girls remove their hijabs, take over their school, and chant “Death to the dictator and the Islamic regime”. ||| Iranian girls remove their hijabs, take over their school, and chant “Death to the dictator and the Islamic regime”. ||| Aprende ve… ESTO ES REVOLUCIÓN. Estudiantes iraníes se quitan el velo y protestan con furor contra las autoridades de su País. NO VA MÁS era el grito de independencia de un yugo servil que las deshumanizaba. Repito: ¡ESTO ES REVOLUCIÓN! pic.twitter.com/hOnCA73dCP"
altnews,https://www.altnews.in/did-ani-share-delete-x-post-on-modi-being-ignored-in-g7-photo-no-viral-screenshot-is-doctored/,False,False,What is this behaviour @ANI ? ||| ANI Posted ANI Deleted. pic.twitter.com/LmRjUINZLE
altnews,https://www.altnews.in/news18-toi-india-today-among-others-misreport-that-pak-army-chief-asim-munir-was-invited-for-us-army-parade/,False,False,This is the man who spoke in such incendiary and provocative language just before the Pahalgam terror attacks. What is the US really up to?
altnews,https://www.altnews.in/viral-video-of-israeli-soldier-pleading-iran-for-mercy-is-ai-generated/,False,False,"इज़राइल के सैनिक ईरान से रो रो कर रहम की भीख मांग रहे हैं…!😂 pic.twitter.com/CoGwu8Fv3d ||| अंड भक्तों, 😷 pic.twitter.com/HHEcHPuSUw"
altnews,https://www.altnews.in/media-misreport-apple-ceo-tim-cook-fired-iphone-newly-ios-26-liquid-design-team/,False,False,"Bless all of you who recognized this as satire. I’ve been enjoying the puns. I’ve been an Apple user for 20+ years, this is the worst UI I’ve seen, I hope they tweak it."
altnews,https://www.altnews.in/videos-of-irans-october-2024-strikes-on-israel-resurface-as-visuals-of-june-conflict/,Misleading,Not-Clearly-False, |||  ||| مشاهد توثق لحظة سقوط الصواريخ في #فلسطين_المحتلة #الميادين pic.twitter.com/V99vk97IwS
altnews,https://www.altnews.in/assam-man-arrested-for-filming-and-harrasing-school-girl-is-not-muslim/,False,False,"A special team of East Khasi Hills police today apprehended one Himan Gogoi, a 24-yr-old man hailing from Jorhat in Assam, for allegedly sexually assaulting a school girl by lifting her apparel taking photographs through his mobile phone on May 21. pic.twitter.com/LWcYowibY8"
altnews,https://www.altnews.in/in-begusarai-film-named-pakadwa-vivah-was-being-shot-video-shared-as-real-incident/,False,False,बेगूसराय के एक सरकारी स्कूल टीचर को बंदूक की नोक पर पकड़वा कर शादी करवाने के लिए ले जाया जा रहा pic.twitter.com/z1jmyoSGOu
altnews,https://www.altnews.in/anjana-om-kashyap-asked-to-forgive-for-her-journalism-ai-edited-video-viral/,False,False,मुझे तो भरोसा ही नहीं हो रहा है इसपे! 🧐 pic.twitter.com/o836L207Fd ||| क्या सच मे ये अंजना ओम कश्यप ही है.?
altnews,https://www.altnews.in/israel-defense-forces-shared-an-old-video-as-iranian-missiles-over-israel-recently/,False,False,ما اجمل هذا المشهد 🔥🔥 pic.twitter.com/wwuQ9SqSz1
altnews,https://www.altnews.in/video-of-arms-seized-in-myanmar-viral-as-indian-armys-recovery-of-ammunition-from-militants-in-manipur/,False,False,🚨 BIG BREAKING NEWS:
altnews,https://www.altnews.in/video-of-missile-attack-on-sevastopol-crimea-in-2024-viral-as-recent-iranian-offensive-on-jaffa-near-tel-aviv-israel/,False,False,عاجل إعلام عبري | جن جنون ايران علينا، يقصفونا بدون رحمة.
altnews,https://www.altnews.in/video-shared-in-january-2025-as-fireworks-in-berlin-now-viral-as-visuals-from-israel-iran-airstrikes/,False,False,"🚨UP CLOSE AND PERSONAL FROM IRAN 🇮🇷🇮🇷🇮🇷🇮🇷🇮🇷🇮🇷 pic.twitter.com/SVsKJC6MZK ||| Heute Abend gegen 20:20 Uhr kam es an der Umzäunung unseres Polizeiabschnitts 12 in #Wittenau zu einem schweren Sicherheitsvorfall, bei dem eine Kollegin und ein Kollege während eines routinemäßigen Sicherheitsgangs zum Teil schwer verletzt wurden."
altnews,https://www.altnews.in/times-now-republic-others-published-reports-based-on-fake-confidential-letter-that-pakistan-pm-was-hospitalised/,False,False,"Prime Minister Muhammad Shehbaz Sharif giving awards to the high achievers of 151st Long Course at the passing out Ceremony held at PMA Kakul, Abbottabad. April 26, 2025. pic.twitter.com/PFM4X5SiWl ||| Prime Minister Muhammad Shehbaz Sharif addresses a ceremony to acknowledge the success of the PM Ramzan Relief Package. April 28, 2025. pic.twitter.com/FWiQj1TbVB ||| Prime Minister Muhammad Shehbaz Sharif addresses the Digital Foreign Direct Investment Forum in Islamabad. April 29, 2025. pic.twitter.com/hiBDA3sZcq ||| Prime Minister Muhammad Shehbaz Sharif chairs a meeting with investors on investment opportunities in the digitisation process of FBR in Islamabad. April 30, 2025. pic.twitter.com/XghZHtNCHy ||| #Chinese Ambassador Jiang Zaidong met with #Pakistani Prime Minister Shehbaz Sharif on Thursday local time and exchanged views on the current #Pakistan – #India situation, according to a press release published by the Chinese Embassy in Pakistan on its WeChat account on Friday.… pic.twitter.com/Hjb9Itsf1G"
altnews,https://www.altnews.in/video-from-2023-nepal-plane-crash-viral-as-last-moments-from-inside-air-india-flight-that-crashed-in-ahmedabad/,False,False,सोशल मीडिया पर एक पुरानी वीडियो को अहमदाबाद विमान हादसे से जोड़कर साझा किया जा रहा है। #PIBFactCheck
altnews,https://www.altnews.in/man-commenting-on-canada-police-officer-in-a-viral-video-is-not-indian/,False,False,pic.twitter.com/Yoodyj1Jk0
altnews,https://www.altnews.in/2017-video-of-two-policemen-torturing-a-man-in-up-goes-viral-again/,False,False,ये योगी जी का उत्तर प्रदेश है @Uppolice और योगी जी की पुलिस है जो जनता पर कर रही है अत्याचार https://t.co/z1wThqejhE ||| ये योगी जी सरकार का उत्तर प्रदेश है और योगी जी सरकार की पुलिस हैं जो जनता पर कर रही है अत्याचार ||| #Maharajganjpolice वर्ष 2017 की घटना को वर्तमान में सोशल मीडिया पर पोस्ट कर अफवाह फैलाने का प्रयास किया जा रहा है। उक्त वीडियो का वर्तमान से कोई संबंध नहीं है। https://t.co/XdrtBwF0xH कृपया बिना सत्यापन भ्रामक पोस्ट न करें। @Uppolice @UPPViralCheck pic.twitter.com/S4y2lO1hwA
altnews,https://www.altnews.in/misa-bhartis-luxurious-house-alt-news-traces-viral-video-to-turkmenistan-based-realtors-tiktok-account/,False,False,"लालू की अति शोषित, अती पिछड़ी , अत्यंत गरीब पुत्री अपनी टूटी फूटी झोपडी दिखाते हुए 😂🤣😂🤓 pic.twitter.com/eR6STwW916"
altnews,https://www.altnews.in/kangana-ranaut-was-not-shown-the-middle-finger-at-a-performance-viral-video-is-from-an-event-in-pakistan/,False,False,बड़ी खबर 🚨🚨 ||| was attending a show when members of a Hindu group showed her the middle finger in protest! ||| Kangana Ranaut 😳😳 Itni beijjati 😭 pic.twitter.com/iee8GCQQPq
altnews,https://www.altnews.in/did-condemnation-resolution-presented-by-the-united-nations-says-the-terrorists-did-not-kill-after-asking-about-religion/,False,False,"Based on a shared post. ||| अखिलेश यादव,सुप्रिया श्रीनेत ,सिद्दारमैया के ट्वीट के कारण पाकिस्तान ने UN में पहलगाम हिंदु नरसंहार निंदा प्रस्ताव से ये हटाने में सफल रहा कि आतंकियों ने धर्म पूछकर कपड़े उतरवाकर गोली नहीं मारी । ||| I expected better than this from you. If an educated person like you can fall prey to fake propaganda without verifying facts, how can we expect anything from those who have a degree in entire political science? Apologise and delete or be prepared to face legal action. https://t.co/eH2iohvdSM ||| I have been informed by someone mentioned in the above forward that the contents in the message are factually incorrect. Am happy to hear if it is. It’s a relief. I have requested him to counter the message in all fairness, and tag me too for larger reach."
altnews,https://www.altnews.in/republic-used-indian-creators-satiric-reel-on-prime-time-claimed-pakistani-civilians-were-slamming-their-country/,False,False,"Dheere dheere Pakistanio ko realise ho rha h, kya hua tha unke sath 🤣 pic.twitter.com/5riyw82TcL"
altnews,https://www.altnews.in/old-unrelated-video-from-west-bengal-shared-as-assam-police-lathicharged-on-pakistani-supporters/,False,False,BIG BREAKING NEWS
altnews,https://www.altnews.in/women-protesting-in-bangladesh-video-shared-as-west-bengal/,False,False,Guess the state pic.twitter.com/lfxkBTYTZQ
altnews,https://www.altnews.in/news-outlets-first-publish-then-delete-reports-based-on-fake-video-of-paks-ahmed-sharif-confirming-loss-of-jets/,False,False,Pak agree to two JF17 lost #Jammu #DroneAttack pic.twitter.com/BkGYJe9Cqs ||| 🚨Breaking News
altnews,https://www.altnews.in/ai-generated-video-of-donald-trump-roasting-indian-air-force-goes-viral/,False,False,If this is not a fake we should be clear that Trump is not impressed with Operation Sindoor. Trump Roasts Indian Air Force: ‘Rafales Got Smoked – France Blames the P… https://t.co/Dr1YPygWm8 via @YouTube ||| This Mf #Trump is a friend of India or the biggest enemy?! At least his recent series of activities suggest so!
altnews,https://www.altnews.in/not-a-pro-pakistan-rally-in-kerala-these-videos-are-of-indian-union-muslim-leagues-protests-against-waqf-act/,False,False,"‘Secular Kerala!’ pic.twitter.com/4C8kirSuOy ||| Look at their clothes, flags, Islamic slogans…. No this isn’t Pakistan, or Bangladesh but Kerala…. Yes an Indian state… ||| The dress is Pakistani, the flag is Pakistani, the soul and voice echo Pakistan — all in the name of religion. Yet they still call it secular Kerala. pic.twitter.com/GDqrutlCIT ||| "
altnews,https://www.altnews.in/wailing-woman-in-viral-clip-is-not-the-one-in-the-manohar-lal-dhakad-sex-video/,False,False,"यही हैं वो मनोहरलाल धाकड़ के साथ हाईवे वाली लुबना कुरैशी अब रो रही हैं ये पहले सोचना चाहिए था रोड़ शो करने से पहले! #लुबना_कुरैशी pic.twitter.com/4QqeKjyWmq ||| I feel bad for this woman. Iss bechari ki kya galti hai pic.twitter.com/JHfjH4HsXa ||| सोशल मीडिया पर अफीम का प्रचार करना पड़ा महंगा, – 200 ग्राम डोडा पोस्त सहित गिरफ्तार – jnvc पुलिस ने की कार्यवाही #social_media_पर_बीकानेर_पुलिस_की_#पैनी_नजर #Rajasthanpolice #Bikanerpolice #Tejaswanigautam pic.twitter.com/FqB5JLmGSW"
altnews,https://www.altnews.in/allegations-that-same-person-posed-as-porter-on-one-occasion-and-du-student-on-another-with-rahul-gandhi-baseless/,False,False,Rahul Gandhi Drama Company ||| US Polo shirt wearing DU student on odd days Adidas shoe wearing Coolie on even days ||| वही कभी कुली बन जाते हैं वही कभी डियू के स्टूडेंट बन जाते हैं। ||| अक्सर सबसे अंधकार भरे समय में ही इंसानियत की रोशनी सबसे ज़्यादा चमकती है। ||| LoP Shri @RahulGandhi interacted with DUSU students and united in the fight against BJP/RSS’s anti-reservation agenda.
altnews,https://www.altnews.in/shashi-tharoors-scathing-remarks-on-trump-2024-video-falsely-linked-to-op-sindoor-global-outreach/,False,False,🚨This is how you take on a bully like Donald Trump. pic.twitter.com/1bGn3anEC9 ||| Shashi Tharoor taking on Donald Trump in USA.
altnews,https://www.altnews.in/after-manohar-dhakads-arrest-for-obscenity-on-highway-unrelated-video-of-woman-in-hijab-goes-viral/,False,False,"धाकड़ के हाईवे की फिल्म की हीरोइन लुबना कुरैशी ||| मेरा जिस्म मेरी मर्जी, मै धन्दा करू तुम्हें क्या ?"
altnews,https://www.altnews.in/india-is-not-the-fourth-largest-or-a-4-trillion-economy-yet-niti-aayog-ceos-claim-citing-imf-data-misleading/,False,False,"#WATCH | Gandhinagar: Prime Minister Narendra Modi says “On 26th May 2014, I took the oath as the Prime Minister for the first time. At that time, India’s economy was at the 11th position…Today, India has become the world’s fourth-largest economy. It is a matter of pride for… pic.twitter.com/OFNMPEKXvq"
altnews,https://www.altnews.in/youtuber-jyoti-mahlotra-wearing-bjp-aap-cap-scarf-ai-generated-images-viral/,False,False,ज्योति तुम गद्दारी करो.. बीजेपी तुम्हारे साथ है..!! #JyotiMalhotraArrested pic.twitter.com/s4hqnNdrkz ||| आतंकियों की बहन तो ज्योति मल्होत्रा निकली। सोफिया कुरैशी तो भारतीयों की बहन है जनाब😊 🇮🇳 pic.twitter.com/6LVo2nkPUm
altnews,https://www.altnews.in/false-claim-of-pakistan-captured-indian-pilot-goes-viral-with-a-2023-image/,False,False,"Indian 🇮🇳 female pilot captured pic.twitter.com/NaAMfxGE2E ||| A Kiran trainer aircraft of the IAF crashed near Chamrajnagar, Karnataka today, while on a routine training sortie. Both aircrew ejected safely. A Court of Inquiry has been ordered to ascertain the cause of the accident."
altnews,https://www.altnews.in/after-maoist-deaths-bjp-karnataka-shares-cauliflower-meme-a-reference-to-the-1989-bhagalpur-riots/,Hard to Categorise,Not-Clearly-False,"“Lol” Salaam, Comrade!! https://t.co/WkzYoHIOUQ pic.twitter.com/ngYyVKYCll"
altnews,https://www.altnews.in/viral-video-where-muslim-woman-claims-she-had-halala-with-her-former-father-in-law-is-scripted/,False,False,एक मजहब की गजब कहानी ||| – शौहर ने तलाक दे दिया तो ससुर ने हलाला किया – अब ससुर उसे तलाक नहीं दे रहा है – बेगम भी कह रही है कि अब उसे शौहर पसंद नहीं है – अब ससुर की ही बेगम बनकर रहेगी
altnews,https://www.altnews.in/republic-uses-unrelated-image-of-istanbul-congress-center-as-congress-partys-turkey-office-stirs-political-storm/,False,False,"Did you know that the Congress Party has a registered office in Turkey? Can Rahul Gandhi explain what necessitated this move? This is bizarre and inexplicable on multiple levels. India deserves to know. ||| Even though the Indian population in Turkey is only around 300, the Congress party has an office there. What is the reason for this? ||| Why does Congress has a registered office in Turkey? pic.twitter.com/k3fpyWU6Ed ||| Republic Corrigendum pic.twitter.com/dIkaH4Z6JE ||| 🚨 Time’s up for Amit Malviya and Arnab Goswami 🚨"
altnews,https://www.altnews.in/pak-deputy-pm-leads-nation-in-praising-air-force-based-on-fake-daily-telegraph-clipping/,False,False, ||| This #fake claim was further amplified by Pakistan’s Foreign Minister Ishaq Dar during his statement to the Senate on 15 May 2025.
altnews,https://www.altnews.in/operation-sindoor-old-footage-of-russian-jet-shot-shared-as-india-brought-down-t-pakistani-fighter-jets/,False,False,"Live Visuals 🚨 ||| Live Visuals 🚨 ||| Ten months ago, in WDC, I asked for Stingers 4 #UAarmy & heard “It’s impossible.” Many times. Today, rus Su-30 jet was shot down by 🇺🇦 Stinger in the Kharkiv region. So…the impossible is indeed possible. Thanks to our partners. We will win! 🇺🇦 🎵 Горить, “Палає техніка ворожа” pic.twitter.com/c1NtHcqlsD"
altnews,https://www.altnews.in/false-claim-of-pakistan-captured-air-force-pilot-shivangi-singh-shared-by-pak-users/,False,False,Indian Female Air Force pilot has NOT been captured🚨
altnews,https://www.altnews.in/viral-video-of-injured-iaf-pilot-is-from-march-unrelated-to-the-india-pakistan-conflict/,False,False,"A Jaguar aircraft of the IAF crashed at Ambala, during a routine training sortie today, after encountering system malfunction. The pilot maneuvered the aircraft away from any habitation on ground, before ejecting safely. ||| 🚨 Old IAF Plane Crash Video Shared in False Context ❌"
altnews,https://www.altnews.in/viral-memo-confirming-radiation-leak-in-pakistan-is-fake/,False,False,"🚨 ||| #OperationSindoor | Delhi: When asked if India hit Kirana Hills, Air Marshal AK Bharti says, “Thank you for telling us that Kirana Hills houses some nuclear installation, we did not know about it. We have not hit Kirana Hills, whatever is there.” pic.twitter.com/wcBBVIhif1"
altnews,https://www.altnews.in/india-pakistan-conflict-cnn-denies-it-made-viral-infographic-showing-indian-side-suffered-more-losses/,False,False,🚨An infographic is doing the rounds on social media with @CNN ‘s logo #PIBFactCheck
altnews,https://www.altnews.in/video-unrelated-to-operation-sindoor-shared-with-claims-that-pakistani-jets-in-sialkot-moving-toward-jk/,False,False, ||| 🚨 PAF jets flying over SIALKOT for neutralising drones 😹🫣 pic.twitter.com/5yWxXXXu7n ||| Bu gece;
altnews,https://www.altnews.in/viral-video-of-pakistani-aircraft-shot-down-in-amritsar-actually-shows-hezbollah-rockets-targeting-israel/,False,False,India’s S-400 taking good care of Amritsar 😍🔥 ||| 🚨Last night in northern Israel: a barrage of Hezbollah rockets fired at Israeli communities.
altnews,https://www.altnews.in/more-false-claims-about-karachi-port-destroyed-photo-of-israeli-airstrike-on-rafah-viral/,False,False,BREAKING NEWS: INS Vikrant has attacked & burnt down Karachi Port #IndianNavy
altnews,https://www.altnews.in/more-unrelated-clips-go-viral-as-state-of-karachi-after-operation-sindoor/,False,False,Karachi ka biscuit ban gaya pic.twitter.com/uKV5Zaz9cU
altnews,https://www.altnews.in/zee-tv9-lokmat-amar-ujala-others-use-naval-drill-image-from-2023-to-show-ins-vikrant-struck-karachi-port/,False,False,"Indian Navy in action 🚢💪 Karachi Port destroyed by INS Vikrant 🔥 . #IF #IndiaPakistanWar #KarachiPort #INSVikrant pic.twitter.com/u1pHl8MmtX ||| Western Naval Commander Vice Admiral Dinesh K Tripathi embarked on the western fleet warships to review operational and combat readiness. he witnessed anti-submarine, anti-aircraft, and surface drills, and live firings by multiple platforms in a realistic multi-threat scenario,… pic.twitter.com/j0kePbB29T"
altnews,https://www.altnews.in/fact-check-old-footage-shared-as-drone-attack-near-faisal-mosque-islamabad/,False,False,Unconfirmed Report: Local sources claim that an Indian suicide drone struck an area near Faisal Mosque in Islamabad. #Turkey #BoycottTurkeyAzerbaijan #OperationSindoor2 #DroneAttack #Airdefence https://t.co/O3VWwJJqyw pic.twitter.com/nohAB1bU5R ||| د پاکستن د اسلام اباد په ښار کي فیصل جومات ته نږدې د بې پیلوټه الوتکي برید: pic.twitter.com/WJDXTiKZp2
altnews,https://www.altnews.in/old-video-shared-as-pakistan-strikes-military-base-in-amritsar-operation-sindoor/,False,False,"Pakistan strikes military base in Amritsar. Numerous casualties reported, with several critically injured. #IndiaPakistanWar #OperationSindoor #Pakistani pic.twitter.com/bQW0WgQRYH ||| 🔴 INCENDIO REGIÓN DE VALPARAÍSO Achupallas, Viñs del Mar 📳 @accionciudadanachile https://t.co/bwYi8DgRuJ #instagood #IncendiosForestales #IncendiosIntencionales pic.twitter.com/xBHpYrwUqG ||| NEW Resident Video Of The Texas Fires Posted"
altnews,https://www.altnews.in/his-name-was-qari-mohammad-iqbal-he-was-not-a-terrorist/,False,False,Qari Iqbal Mohammad’s family demands action against ‘Godi media’ for falsely labelling him a Pakistani terrorist.
altnews,https://www.altnews.in/viral-video-of-injured-pakistan-pilot-has-nothing-to-do-with-current-india-pak-conflict-operation-sindoor/,False,False,वीडियो की आवाज सुनो…
altnews,https://www.altnews.in/old-video-of-mumbai-cylinder-blast-shared-as-india-launched-missiles-on-sialkot/,False,False,Sialkot has become a living hell for Pakistan-based terrorists.”
altnews,https://www.altnews.in/abp-ananda-shows-philadelphia-plane-crash-scene-as-aftermath-of-ins-vikrant-strike-in-karachi/,False,False,जिन्ना मार्केट रोड लाहौर पूरी तरह से बर्बाद #IndiaPakistanWar pic.twitter.com/DnVzy2dZyV
